Step Number,Energy per particle,Pressure
0, -5.490180410815989, 7.03000237507049
10000, -5.381860034301741, 7.575942696018674
20000, -5.470101971514602, 6.992712455203508
30000, -5.5253991592639595, 6.79758374187554
40000, -5.492625382562846, 6.9590550344664726
50000, -5.409432730971473, 7.3578527602711965
60000, -5.4968428247921395, 6.9504368024071335
70000, -5.517584691072997, 6.830350057729815
80000, -5.581586594505178, 6.499771907105546
90000, -5.4647214537353195, 7.069964814214738
