Step Number,Energy per particle,Pressure
0, -5.185131026869992, 7.87171542643613
10000, -4.602531369672352, 10.122562816487289
20000, -5.29949115668967, 7.041818531065352
30000, -5.669719842980659, 5.41122263969285
40000, -5.904137639515101, 4.38786147217483
50000, -6.03430164505061, 3.759753739196479
60000, -6.057248219077352, 3.670542136656946
70000, -6.005745311505345, 3.959315188872784
80000, -6.047004204013468, 3.6636105529111793
90000, -6.023573351457425, 3.78401765931122
